ticker;quant;price;dy;pvp;vacancia;vpa;ultimo_rendimento;patrimonio_total;num_cotistas;cotas_emitidas;tipo_fii;is_fii
HGLG11;2;157.0;8.37;0.94;2.91;166.48936170212767;1.095075;0;68543;0;Multicategoria;True
